"ïóå¸ÉÅÉÇÅF=IF(H5=""ñk"",0,IF(H5=""ñkñkìå"",1,IF(H5=""ñkìå"",2,IF(H5=""ìåñkìå"",3,IF(H5=""ìå"",4,IF(H5=""ìåìÏìå"",5,IF(H5=""ìÏìå"",6,IF(H5=""ìÏìÏìå"",7,IF(H5=""ìÏ"",8,IF(H5=""ìÏìÏêº"",9,IF(H5=""ìÏêº"",10,IF(H5=""êºìÏêº"",11,IF(H5=""êº"",12,IF(H5=""êºñkêº"",13,IF(H5=""ñkêº"",14, IF(H5=""ñkñkêº"", 15, """"))))))))))))))))",,,,,,,,,,,,,,,,
,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ
îNåéì˙éû,ãCâ∑(Åé),ç~êÖó (mm),ç~ê·(cm),êœê·(cm),ì˙è∆éûä‘(éûä‘),ïóë¨(m/s),ïóå¸,òIì_â∑ìx(Åé),èˆãCà≥(hPa),ëäëŒéºìx(Åì),äCñ ãCà≥(hPa),åªínãCà≥(hPa),ì˙éÀó (MJ/áu),ìVãC,éãíˆ(km),â_ó (10ï™î‰)
2017/9/18 8:00,22.9,0,0,0,0.6,1.3,0.79,19.5,22.6,81,998.4,951.8,0.87,10,20,10
2017/9/18 9:00,23.4,0,0,0,0.3,1.3,3.93,19.4,22.5,78,999.7,953.1,1.04,2,25,8
2017/9/18 10:00,25.7,0,0,0,0.7,3.4,1.57,17.6,20.2,61,1000,953.8,2.06,2,25,8
2017/9/18 11:00,25.5,0,0,0,0.6,4.4,1.18,17.7,20.2,62,1000.7,954.4,2.09,2,25,8
2017/9/18 12:00,24.9,0,0,0,0.2,5.6,1.57,17.9,20.5,65,1001.5,955.1,1.25,2,25,8
2017/9/18 13:00,24.6,0,0,0,0.7,6.7,1.18,17.6,20.1,65,1002.2,955.7,2.52,2,25,8
2017/9/18 14:00,24.3,0,0,0,0.9,7,1.18,16.6,18.8,62,1003.1,956.5,2.75,2,25,8
2017/9/18 15:00,24,0,0,0,1,7.1,1.18,16.3,18.5,62,1003.6,956.9,2.28,2,25,2
2017/9/18 16:00,23.1,0,0,0,1,5.8,1.18,16.2,18.4,65,1004.5,957.6,1.51,2,25,2
2017/9/18 17:00,21.5,0,0,0,0.8,3.8,0.39,15.6,17.7,69,1006.1,958.9,0.68,2,25,2
2017/9/18 18:00,20.2,0,0,0,0.2,4.3,1.18,15.6,17.8,75,1007.2,959.7,0.12,2,25,2
2017/9/18 19:00,19.3,0,0,0,0,2.5,0.39,15.6,17.7,79,1008.1,960.4,0,2,25,2
2017/9/18 20:00,19.4,0,0,0,0,3.7,0.79,15.1,17.1,76,1009,961.3,0,2,25,2
2017/9/18 21:00,17.7,0,0,0,0,2.6,5.11,15.2,17.2,85,1009.8,961.7,0,2,25,6
2017/9/18 22:00,17.5,0,0,0,0,0.5,3.14,15.3,17.4,87,1009.9,961.8,0,2,25,6
2017/9/18 23:00,16.5,0,0,0,0,2,4.71,14.9,16.9,90,1010.4,962.1,0,2,25,6
2017/9/19 0:00,16.4,0,0,0,0,1.1,4.71,14.8,16.8,90,1010.6,962.2,0,2,25,6
2017/9/19 1:00,16.1,0,0,0,0,1.8,1.57,14.8,16.8,92,1010.9,962.5,0,2,25,6
2017/9/19 2:00,16.4,0,0,0,0,0.6,1.96,14.8,16.8,90,1010.8,962.4,0,2,25,6
2017/9/19 3:00,16.4,0,0,0,0,0.6,5.89,14.8,16.8,90,1011.1,962.7,0,4,25,10
2017/9/19 4:00,15.6,0,0,0,0,1.8,1.57,14.5,16.5,93,1011.4,962.9,0,4,25,10
2017/9/19 5:00,15.5,0,0,0,0,1.3,4.32,14.4,16.4,93,1011.5,962.9,0,4,25,10
2017/9/19 6:00,15.9,0,0,0,0.1,1.4,3.93,14.3,16.3,90,1012,963.5,0.03,4,25,10
2017/9/19 7:00,16.3,0,0,0,0.3,1.9,3.93,14.7,16.7,90,1012.3,963.8,0.34,4,25,10
2017/9/19 8:00,17.2,0,0,0,0.2,2.1,3.93,14.9,16.9,86,1012.2,963.9,0.87,4,25,10
2017/9/19 9:00,19.5,0,0,0,0.8,1.7,3.53,15.4,17.5,77,1011.4,963.6,1.59,2,15,2
2017/9/19 10:00,21.6,0,0,0,1,1.1,1.96,15.2,17.3,67,1010.7,963.3,2.49,2,15,2
2017/9/19 11:00,23.4,0,0,0,1,1.6,4.71,15.5,17.6,61,1009.3,962.3,2.87,2,15,2
2017/9/19 12:00,25.2,0,0,0,1,2.2,2.36,14.4,16.4,51,1008.3,961.6,3.02,2,15,2
2017/9/19 13:00,26,0,0,0,1,1.7,0.79,14.8,16.8,50,1007.4,960.9,2.91,2,15,2
2017/9/19 14:00,26.6,0,0,0,1,3.8,0.79,15,17.1,49,1006.8,960.4,2.62,2,15,2
2017/9/19 15:00,26,0,0,0,1,3.7,0,16.3,18.5,55,1006.9,960.4,2.06,2,30,2
2017/9/19 16:00,24.6,0,0,0,1,4.7,0,16.3,18.6,60,1007.4,960.7,1.42,2,30,2
2017/9/19 17:00,22.1,0,0,0,0.8,6.2,5.89,15.9,18.1,68,1008.6,961.4,0.6,2,30,2
2017/9/19 18:00,20.9,0,0,0,0.1,2.3,0,16.1,18.3,74,1009.4,961.9,0.09,2,30,2
2017/9/19 19:00,20.9,0,0,0,0,2.4,1.57,16.3,18.5,75,1010.5,963,0,2,30,2
2017/9/19 20:00,19.6,0,0,0,0,0.9,4.71,16.5,18.7,82,1011.3,963.5,0,2,30,2
2017/9/19 21:00,19.4,0,0,0,0,1.5,4.71,16.6,18.9,84,1011.3,963.5,0,3,15,10
2017/9/19 22:00,19.1,0,0,0,0,1.3,5.11,16.7,19,86,1011.4,963.5,0,3,15,10
2017/9/19 23:00,18.5,0,0,0,0,1,5.11,16.5,18.7,88,1011.7,963.7,0,3,15,10
2017/9/20 0:00,18.3,0,0,0,0,0.7,4.71,16.3,18.5,88,1011.3,963.3,0,3,15,10
2017/9/20 1:00,17.8,0,0,0,0,0.7,5.11,16.3,18.5,91,1011.1,963,0,3,15,10
2017/9/20 2:00,17.8,0,0,0,0,0.6,2.36,16,18.1,89,1011.1,963,0,3,15,10
2017/9/20 3:00,17.5,0,0,0,0,0.6,1.96,15.9,18,90,1010.9,962.7,0,3,15,10
2017/9/20 4:00,17.2,0,0,0,0,0.7,1.18,15.9,18.1,92,1011.1,962.9,0,3,15,10
2017/9/20 5:00,16.5,0,0,0,0,0.9,5.11,15,17.1,91,1010.8,962.5,0,3,15,10
2017/9/20 6:00,16.6,0,0,0,0,2.1,4.32,14.4,16.4,87,1011.3,962.9,0.01,3,15,10
2017/9/20 7:00,17,0,0,0,0,0.7,3.93,14.5,16.5,85,1011,962.7,0.16,3,15,10
2017/9/20 8:00,18.1,0,0,0,0,1.2,3.93,14.2,16.2,78,1010,962,0.41,3,15,10
2017/9/20 9:00,18.8,0,0,0,0.2,2.6,3.53,15.1,17.1,79,1009.4,961.5,1.05,4,15,10
2017/9/20 10:00,19.5,0,0,0,0.1,2.9,3.53,15,17,75,1008.3,960.6,0.93,4,15,10
2017/9/20 11:00,22.1,0,0,0,0.3,2.2,3.53,14,16,60,1006.3,959.2,1.43,4,15,10
2017/9/20 12:00,23.2,0,0,0,0,1.7,3.53,13.4,15.4,54,1005.3,958.4,1.17,4,15,10
2017/9/20 13:00,23.2,0,0,0,0.1,1.3,4.32,13.4,15.4,54,1004.3,957.5,1.46,4,15,10
2017/9/20 14:00,22.6,0,0,0,0,1.4,1.96,14.7,16.7,61,1003.6,956.7,0.94,4,15,10
2017/9/20 15:00,24.2,0,0,0,0.3,1.3,1.57,14.9,16.9,56,1003.4,956.8,1.29,3,20,10
2017/9/20 16:00,23,0,0,0,0.2,2.1,0,16.1,18.3,65,1003.4,956.6,0.89,3,20,10
2017/9/20 17:00,21.8,0,0,0,0,2.5,5.11,15.6,17.8,68,1004.2,957.1,0.3,3,20,10
2017/9/20 18:00,20,0,0,0,0,1.3,5.5,16.1,18.2,78,1005.4,957.9,0.02,3,20,10
2017/9/20 19:00,18.7,0,0,0,0,1.1,5.89,14.6,16.6,77,1006,958.3,0,3,20,10
2017/9/20 20:00,18.2,0,0,0,0,0.9,1.96,15.3,17.3,83,1006.4,958.6,0,3,20,10
2017/9/20 21:00,16.5,0,0,0,0,1.3,3.14,14.2,16.1,86,1007.2,959,0,4,15,10
2017/9/20 22:00,17.2,0,0,0,0,1.5,3.14,15,17.1,87,1007.5,959.4,0,4,15,10
2017/9/20 23:00,15.6,0,0,0,0,1.3,5.89,14.7,16.7,94,1008.1,959.7,0,4,15,10
2017/9/21 0:00,14.9,0,0,0,0,1.2,0,13.5,15.4,91,1008.9,960.4,0,4,15,10
2017/9/21 1:00,14.4,0,0,0,0,1.7,5.11,12.6,14.6,89,1009.7,961,0,4,15,10
2017/9/21 2:00,14.6,0,0,0,0,1.9,5.11,11.4,13.5,81,1010.3,961.6,0,4,15,10
2017/9/21 3:00,13.9,0,0,0,0,1.6,3.93,10.7,12.9,81,1010.7,961.9,0,2,20,6
2017/9/21 4:00,13.9,0,0,0,0,1.5,5.11,11.3,13.3,84,1011.2,962.4,0,2,20,6
2017/9/21 5:00,13.7,0,0,0,0,1.5,3.93,11.2,13.3,85,1012.1,963.2,0,2,20,6
2017/9/21 6:00,13.4,0,0,0,0,1,1.96,11.3,13.4,87,1012.6,963.6,0.02,2,20,6
2017/9/21 7:00,15.7,0,0,0,0.9,0.4,3.93,11.9,13.9,78,1012.7,964.1,0.46,2,20,6
2017/9/21 8:00,17.9,0,0,0,1,1.3,0.39,12.1,14.2,69,1012.7,964.5,1.24,2,20,6
2017/9/21 9:00,20.1,0,0,0,1,3.4,1.57,13.3,15.3,65,1012.5,964.7,1.94,2,10,4
2017/9/21 10:00,21.4,0,0,0,1,5.6,1.57,13.8,15.8,62,1012.2,964.7,2.55,2,10,4
2017/9/21 11:00,23.1,0,0,0,1,6.8,1.57,13.9,15.8,56,1011.9,964.7,3.09,2,10,4
2017/9/21 12:00,22.1,0,0,0,0.5,3.9,1.57,12.7,14.6,55,1012,964.6,2.24,2,10,4
2017/9/21 13:00,23.7,0,0,0,0.5,4.1,1.18,12.4,14.4,49,1011.4,964.3,1.93,2,10,4
2017/9/21 14:00,24.1,0,0,0,0.7,4.2,0.79,12.1,14.1,47,1011.3,964.3,2.29,2,10,4
2017/9/21 15:00,24.1,0,0,0,1,4.1,0.39,11.4,13.5,45,1011.1,964.1,2.17,1,30,1
2017/9/21 16:00,22.3,0,0,0,1,4.2,0,12.8,14.8,55,1011.9,964.6,1.39,1,30,1
2017/9/21 17:00,21.1,0,0,0,0.9,4.1,0,13.8,15.8,63,1012.9,965.3,0.57,1,30,1
2017/9/21 18:00,19.6,0,0,0,0.2,3.9,0,12.6,14.6,64,1013.6,965.7,0.09,1,30,1
2017/9/21 19:00,19,0,0,0,0,2.2,0.79,13,14.9,68,1014.7,966.6,0,1,30,1
2017/9/21 20:00,17.4,0,0,0,0,1.5,0,13.7,15.7,79,1015.6,967.2,0,1,30,1
2017/9/21 21:00,17.4,0,0,0,0,0.5,2.75,13.7,15.7,79,1015.9,967.5,0,4,15,10
2017/9/21 22:00,16.6,0,0,0,0,2.5,4.71,13,14.9,79,1016.4,967.8,0,4,15,10
2017/9/21 23:00,16.8,0,0,0,0,3.2,4.71,12.8,14.7,77,1016.3,967.7,0,4,15,10
2017/9/22 0:00,15.5,0,0,0,0,0.5,3.93,13.2,15.1,86,1017,968.2,0,4,15,10
2017/9/22 1:00,15.4,0,0,0,0,2,4.32,12.5,14.5,83,1016.9,968.1,0,4,15,10
2017/9/22 2:00,15.5,0,0,0,0,0.4,2.36,13,15,85,1017,968.2,0,4,15,10
2017/9/22 3:00,14.2,0,0,0,0,0.8,0.39,12.9,14.9,92,1017.5,968.4,0,2,15,7
2017/9/22 4:00,13.7,0,0,0,0,0.5,0,12.8,14.7,94,1017.8,968.6,0,2,15,7
2017/9/22 5:00,13.6,0,0,0,0,0.4,5.5,12.7,14.6,94,1018,968.8,0,2,15,7
2017/9/22 6:00,13.3,0,0,0,0,0.4,4.71,12.5,14.5,95,1018.2,968.9,0.02,2,15,7
2017/9/22 7:00,14.3,0,0,0,0.2,0.5,2.36,12.7,14.7,90,1018.3,969.2,0.26,2,15,7
2017/9/22 8:00,16.9,0,0,0,0.7,2.1,3.14,13.4,15.4,80,1017.7,969.1,0.86,2,15,7
2017/9/22 9:00,19.7,0,0,0,0.7,2.8,3.53,14.1,16.1,70,1017.1,969,1.3,3,20,10
2017/9/22 10:00,21.1,0,0,0,0.5,4.8,4.32,13,15,60,1016.7,968.9,1.68,3,20,10
2017/9/22 11:00,22.9,0,0,0,0.6,3.8,4.32,14.2,16.2,58,1016.1,968.7,2.01,3,20,10
2017/9/22 12:00,23.1,0,0,0,0.5,3.1,4.32,14.4,16.4,58,1015.2,967.8,1.84,3,20,10
2017/9/22 13:00,23,0,0,0,0,3.5,4.32,14.6,16.6,59,1014.5,967.2,1.23,3,20,10
2017/9/22 14:00,23.5,0,0,0,0.1,3.6,4.32,14.5,16.5,57,1014.2,967,1.25,3,20,10
2017/9/22 15:00,23.2,0,0,0,0.4,4.1,4.71,14.8,16.8,59,1014,966.7,1.39,4,20,10
2017/9/22 16:00,22.6,0,0,0,0.1,4.4,4.71,15,17,62,1014,966.6,0.76,4,20,10
2017/9/22 17:00,22,0,0,0,0,4.8,4.32,14.7,16.7,63,1014.5,967,0.28,4,20,10
2017/9/22 18:00,21.3,0,0,0,0,4.1,4.32,14.9,17,67,1014,966.4,0.01,4,20,10
2017/9/22 19:00,21,0,0,0,0,4.8,4.32,14.9,16.9,68,1014.1,966.4,0,4,20,10
2017/9/22 20:00,21.2,0,0,0,0,4.8,3.93,14.6,16.6,66,1014.4,966.7,0,4,20,10
2017/9/22 21:00,20.9,0,0,0,0,6.6,3.93,14.8,16.8,68,1014.4,966.7,0,4,20,10
2017/9/22 22:00,20.2,0,0,0,0,4.5,4.32,15.4,17.5,74,1014.6,966.7,0,4,20,10
2017/9/22 23:00,20.5,0,0,0,0,3.9,4.32,14.9,16.9,70,1014.2,966.4,0,4,20,10
2017/9/23 0:00,20.4,0,0,0,0,4.1,4.32,14.8,16.8,70,1014.2,966.4,0,4,20,10
2017/9/23 1:00,19,0,0,0,0,4.9,4.32,15.9,18,82,1014.3,966.2,0,4,20,10
2017/9/23 2:00,18.4,0.5,0,0,0,3,4.32,16.2,18.4,87,1014.6,966.4,0,4,20,10
2017/9/23 3:00,17.7,1,0,0,0,3.8,4.71,16.2,18.4,91,1014,965.7,0,10,10,10
2017/9/23 4:00,17.5,0,0,0,0,2.7,3.93,16.4,18.6,93,1014.1,965.8,0,10,10,10
2017/9/23 5:00,17.6,0,0,0,0,3.5,3.93,16.1,18.3,91,1013.9,965.6,0,10,10,10
2017/9/23 6:00,18.3,0,0,0,0,3.4,4.71,15.8,17.9,85,1014.4,966.2,0.01,10,10,10
2017/9/23 7:00,18.5,0,0,0,0,2,3.93,16.1,18.3,86,1014.7,966.5,0.18,10,10,10
2017/9/23 8:00,19.6,0,0,0,0,3.5,4.32,16.1,18.2,80,1014.6,966.6,0.45,10,10,10
2017/9/23 9:00,21,0,0,0,0.2,4.1,3.93,15.6,17.7,71,1014.6,966.9,1.06,4,15,10
2017/9/23 10:00,22.2,0,0,0,1,3.4,3.53,16,18.2,68,1013.9,966.4,2.32,4,15,10
2017/9/23 11:00,24.1,0,0,0,1,2.8,3.93,16.1,18.3,61,1012.8,965.7,2.9,4,15,10
2017/9/23 12:00,23.8,0,0,0,0.5,3,3.93,16.4,18.6,63,1012.7,965.6,2,4,15,10
2017/9/23 13:00,23.9,0,0,0,0,2,3.93,16.2,18.4,62,1012.3,965.2,1.27,4,15,10
2017/9/23 14:00,25,0,0,0,0.3,2.3,0,16.7,19,60,1011.9,965,1.71,4,15,10
2017/9/23 15:00,24.7,0,0,0,0.6,3.5,0,17.9,20.5,66,1012,965.1,1.77,3,20,10
2017/9/23 16:00,23.1,0,0,0,0.2,2.7,0,17.1,19.5,69,1012.6,965.4,0.86,3,20,10
2017/9/23 17:00,22.1,0,0,0,0.4,3,0,17.5,20,75,1013.2,965.8,0.5,3,20,10
2017/9/23 18:00,21.6,0,0,0,0,2.6,0.79,17,19.4,75,1013.9,966.3,0.08,3,20,10
2017/9/23 19:00,20.6,0,0,0,0,3.5,0,16.8,19.2,79,1014.6,966.8,0,3,20,10
2017/9/23 20:00,20.1,0,0,0,0,0.7,5.89,16.8,19.1,81,1015.3,967.4,0,3,20,10
2017/9/23 21:00,19.3,0,0,0,0,0.9,0,16.7,19,85,1015.7,967.6,0,3,20,10
2017/9/23 22:00,18.6,0,0,0,0,1.3,5.11,16.4,18.6,87,1016.2,968,0,3,20,10
2017/9/23 23:00,18.4,0,0,0,0,1.9,1.96,16.6,18.8,89,1015.7,967.5,0,3,20,10
2017/9/24 0:00,17.9,0,0,0,0,0.5,4.32,16.1,18.3,89,1015.8,967.5,0,3,20,10
2017/9/24 1:00,17.8,0,0,0,0,0.9,1.18,16.3,18.5,91,1016,967.6,0,3,20,10
2017/9/24 2:00,17.7,0,0,0,0,0.4,1.57,16.1,18.2,90,1015.9,967.5,0,3,20,10
2017/9/24 3:00,17.3,0,0,0,0,0.7,2.36,16,18.2,92,1016.2,967.7,0,4,20,10
2017/9/24 4:00,17.1,0,0,0,0,0.7,2.75,16,18.1,93,1016.6,968.1,0,4,20,10
2017/9/24 5:00,16.6,0,0,0,0,0.5,3.93,15.5,17.6,93,1016.9,968.3,0,4,20,10
2017/9/24 6:00,15.8,0,0,0,0,0.9,5.11,14.9,16.9,94,1017.7,968.9,0.02,4,20,10
2017/9/24 7:00,16.2,0,0,0,0.1,0.9,0,14.9,16.9,92,1017.8,969.1,0.2,4,20,10
2017/9/24 8:00,18.5,0,0,0,0.8,1.3,1.57,15.2,17.3,81,1017.4,969.1,0.95,4,20,10
2017/9/24 9:00,20,0,0,0,1,1.4,1.96,15.2,17.3,74,1016.8,968.8,1.85,1,10,1
2017/9/24 10:00,21.9,0,0,0,1,1.2,3.53,15,17.1,65,1016,968.4,2.41,1,10,1
2017/9/24 11:00,23.9,0,0,0,1,1.2,2.75,13.8,15.7,53,1014.9,967.7,2.81,1,10,1
2017/9/24 12:00,25.1,0,0,0,1,1.4,5.5,14.6,16.6,52,1014,967,2.96,1,10,1
2017/9/24 13:00,25.6,0,0,0,1,1.8,0,15,17.1,52,1012.8,966,2.75,1,10,1
2017/9/24 14:00,26.5,0,0,0,0.9,3.1,0,15.6,17.7,51,1012.2,965.6,2.51,1,10,1
2017/9/24 15:00,25,0,0,0,1,4,0,15.1,17.1,54,1012.4,965.5,1.9,2,30,7
2017/9/24 16:00,23.6,0,0,0,0.8,3.6,5.89,15.9,18.1,62,1012.7,965.5,1.1,2,30,7
2017/9/24 17:00,22.5,0,0,0,0.1,4.5,5.89,15.8,18,66,1013.3,965.9,0.34,2,30,7
2017/9/24 18:00,21.9,0,0,0,0,1.5,0.39,15,17.1,65,1013.7,966.2,0.08,2,30,7
2017/9/24 19:00,21.1,0,0,0,0,1.7,0.79,14.3,16.3,65,1014.5,966.8,0,2,30,7
2017/9/24 20:00,20,0,0,0,0,0.8,4.32,14.2,16.1,69,1015,967.1,0,2,30,7
2017/9/24 21:00,19.3,0,0,0,0,1.7,4.71,15.4,17.5,78,1014.9,966.9,0,4,20,9
2017/9/24 22:00,19.3,0,0,0,0,0.6,4.71,16,18.1,81,1015.3,967.2,0,4,20,9
2017/9/24 23:00,18.5,0,0,0,0,1.4,1.18,15.4,17.5,82,1015.6,967.4,0,4,20,9
2017/9/25 0:00,17.7,0,0,0,0,0.6,5.5,15.7,17.8,88,1015.8,967.4,0,4,20,9
2017/9/25 1:00,17.8,0,0,0,0,0.5,4.71,15.8,17.9,88,1015.6,967.3,0,4,20,9
2017/9/25 2:00,18,0,0,0,0,1,2.36,15.8,18,87,1015.5,967.2,0,4,20,9
2017/9/25 3:00,17.3,0,0,0,0,1.2,2.36,15.1,17.2,87,1015.6,967.2,0,2,20,2
2017/9/25 4:00,17.4,0,0,0,0,1.2,4.71,15.9,18.1,91,1015.5,967.1,0,2,20,2
2017/9/25 5:00,17.1,0,0,0,0,0.7,5.5,16,18.1,93,1016,967.5,0,2,20,2
2017/9/25 6:00,17.3,0,0,0,0,0.8,1.96,15.7,17.8,90,1016.3,967.8,0.01,2,20,2
2017/9/25 7:00,17.5,0,0,0,0.1,1.4,1.18,15.3,17.4,87,1016.5,968.1,0.24,2,20,2
2017/9/25 8:00,18.8,0,0,0,0.5,0.7,5.89,15.9,18,83,1016.3,968.1,0.85,2,20,2
2017/9/25 9:00,21.8,0,0,0,1,1.4,1.96,15.4,17.5,67,1015.6,968,1.81,2,10,2
2017/9/25 10:00,23.3,0,0,0,1,1.5,3.93,15.4,17.5,61,1014.9,967.6,2.39,2,10,2
2017/9/25 11:00,25.1,0,0,0,1,2.3,1.96,14.6,16.6,52,1013.9,966.9,2.77,2,10,2
2017/9/25 12:00,25,0,0,0,1,2.1,1.96,13.9,15.8,50,1013.2,966.3,2.79,2,10,2
2017/9/25 13:00,25.8,0,0,0,1,3.4,1.18,14.6,16.6,50,1012.6,965.8,2.75,2,10,2
2017/9/25 14:00,25.8,0,0,0,0.8,3.4,0.39,15.8,17.9,54,1012.3,965.5,2.08,2,10,2
2017/9/25 15:00,23.7,0,0,0,0.7,5.1,0,16,18.2,62,1012.5,965.4,1.43,3,20,10
2017/9/25 16:00,22.9,0,0,0,0.9,5.1,5.89,15.7,17.9,64,1012.9,965.6,1.15,3,20,10
2017/9/25 17:00,21.9,0,0,0,0.9,1.6,0.39,15.3,17.3,66,1013.5,966,0.55,3,20,10
2017/9/25 18:00,20.6,0,0,0,0,1.8,0.79,15,17,70,1014.2,966.4,0.08,3,20,10
2017/9/25 19:00,19.7,0,0,0,0,1.3,1.57,15,17,74,1014.8,966.8,0,3,20,10
2017/9/25 20:00,18.9,0,0,0,0,1.2,3.53,15,17,78,1015.6,967.5,0,3,20,10
2017/9/25 21:00,17.4,0,0,0,0,1.5,4.71,15,17.1,86,1016.1,967.7,0,3,15,10
2017/9/25 22:00,17.1,0,0,0,0,1.6,4.71,15.1,17.2,88,1016.3,967.8,0,3,15,10
2017/9/25 23:00,16.7,0,0,0,0,1,5.11,14.9,16.9,89,1016.5,967.9,0,3,15,10
2017/9/26 0:00,17.1,0,0,0,0,1.2,4.32,14.8,16.8,86,1016.6,968.1,0,3,15,10
2017/9/26 1:00,16.5,0,0,0,0,1,0.39,14.7,16.7,89,1016.7,968.1,0,3,15,10
2017/9/26 2:00,15.7,0,0,0,0,1.4,4.71,14.4,16.4,92,1016.5,967.7,0,3,15,10
2017/9/26 3:00,15.4,0,0,0,0,0.7,1.18,14.1,16.1,92,1016.9,968.1,0,2,15,2
2017/9/26 4:00,14.6,0,0,0,0,0.6,5.11,13.7,15.6,94,1017.2,968.2,0,2,15,2
2017/9/26 5:00,14.4,0,0,0,0,1.4,4.71,13.5,15.4,94,1017.2,968.2,0,2,15,2
2017/9/26 6:00,14.3,0,0,0,0,0.5,5.11,13,15,92,1017.4,968.3,0.02,2,15,2
2017/9/26 7:00,15.6,0,0,0,0.8,0.8,3.14,13.1,15.1,85,1017.2,968.4,0.37,2,15,2
2017/9/26 8:00,17.9,0,0,0,1,2.4,3.53,14.6,16.6,81,1016.9,968.5,1.07,2,15,2
2017/9/26 9:00,20.4,0,0,0,1,1.7,2.36,15.2,17.3,72,1016.1,968.2,1.76,1,8,0
2017/9/26 10:00,22.9,0,0,0,1,1.9,3.14,15.5,17.6,63,1014.9,967.5,2.33,1,8,0
2017/9/26 11:00,24.7,0,0,0,1,2.2,2.75,16.2,18.4,59,1013.7,966.7,2.7,1,8,0
2017/9/26 12:00,25.6,0,0,0,1,2.1,3.53,14.7,16.7,51,1012.9,966.1,2.88,1,8,0
2017/9/26 13:00,26.6,0,0,0,1,1.2,1.96,14.1,16,46,1011.8,965.2,2.79,1,8,0
2017/9/26 14:00,27.1,0,0,0,1,2.7,1.57,15.5,17.6,49,1011.2,964.7,2.44,1,8,0
2017/9/26 15:00,26.5,0,0,0,1,3.5,0,17.3,19.7,57,1011.2,964.6,1.89,1,25,1
2017/9/26 16:00,25.4,0,0,0,1,3.2,0,17.1,19.5,60,1011.1,964.3,1.25,1,25,1
2017/9/26 17:00,23.5,0,0,0,1,4.6,5.89,16.6,18.8,65,1012,964.9,0.55,1,25,1
2017/9/26 18:00,22.5,0,0,0,0.1,2.1,0.39,16.3,18.5,68,1012.9,965.5,0.06,1,25,1
2017/9/26 19:00,21.6,0,0,0,0,1,1.18,16.6,18.8,73,1013.7,966.1,0,1,25,1
2017/9/26 20:00,20.7,0,0,0,0,0.8,4.32,16.5,18.8,77,1014.1,966.4,0,1,25,1
2017/9/26 21:00,19.7,0,0,0,0,1.4,4.71,16.6,18.8,82,1014.3,966.4,0,4,10,9
2017/9/26 22:00,20.2,0,0,0,0,1.8,3.93,16.5,18.7,79,1014.3,966.5,0,4,10,9
2017/9/26 23:00,19.4,0,0,0,0,1.4,3.93,16.5,18.7,83,1014.5,966.5,0,4,10,9
2017/9/27 0:00,18.4,0,0,0,0,1,4.71,16.6,18.8,89,1013.7,965.6,0,4,10,9
2017/9/27 1:00,19.6,0,0,0,0,3,3.93,16.3,18.5,81,1013.7,965.8,0,4,10,9
2017/9/27 2:00,20.2,0,0,0,0,2.7,4.32,15.4,17.5,74,1013.4,965.6,0,4,10,9
2017/9/27 3:00,18,0,0,0,0,0.8,4.32,16,18.2,88,1014.1,965.9,0,3,15,9
2017/9/27 4:00,17.4,0,0,0,0,1.3,0.39,16.1,18.3,92,1013.8,965.5,0,3,15,9
2017/9/27 5:00,17.7,0,0,0,0,1.8,3.53,15.7,17.8,88,1013.4,965.1,0,3,15,9
2017/9/27 6:00,17.4,0,0,0,0,1.9,3.93,15,17.1,86,1013.6,965.3,0.01,3,15,9
2017/9/27 7:00,18.4,0,0,0,0.4,1.6,3.53,15.3,17.4,82,1013.1,965,0.29,3,15,9
2017/9/27 8:00,20.8,0,0,0,1,2.7,3.53,15.1,17.2,70,1012.2,964.6,1.09,3,15,9
2017/9/27 9:00,23.4,0,0,0,1,3.2,4.32,14.7,16.7,58,1011,963.9,1.74,3,15,10
2017/9/27 10:00,24.4,0,0,0,0.9,3.3,4.32,14.8,16.8,55,1010.4,963.5,2.25,3,15,10
2017/9/27 11:00,24.5,0,0,0,0.4,4.8,4.32,14.6,16.6,54,1009.6,962.7,1.86,3,15,10
2017/9/27 12:00,24.8,0,0,0,0.7,4,4.71,14.9,16.9,54,1008.9,962.1,2.02,3,15,10
2017/9/27 13:00,24.4,0,0,0,0,4.2,4.71,15.1,17.1,56,1008.5,961.7,1.24,3,15,10
2017/9/27 14:00,24.3,0,0,0,0,4.9,5.11,15.5,17.6,58,1008.2,961.4,0.86,3,15,10
2017/9/27 15:00,23.6,0,0,0,0,3.4,4.71,16.2,18.4,63,1007.8,960.9,0.62,4,20,10
2017/9/27 16:00,22.6,0,0,0,0,3.3,5.11,16.6,18.9,69,1007.3,960.2,0.2,4,20,10
2017/9/27 17:00,22.1,0,0,0,0,4.2,5.11,16.6,18.9,71,1007.8,960.6,0.07,4,20,10
2017/9/27 18:00,20,0,0,0,0,2.8,4.71,17.8,20.3,87,1008.2,960.6,0,4,20,10
2017/9/27 19:00,19.4,1,0,0,0,4.1,4.32,17.2,19.6,87,1008.3,960.6,0,4,20,10
