"ïóå¸ÉÅÉÇÅF=IF(H5=""ñk"",0,IF(H5=""ñkñkìå"",1,IF(H5=""ñkìå"",2,IF(H5=""ìåñkìå"",3,IF(H5=""ìå"",4,IF(H5=""ìåìÏìå"",5,IF(H5=""ìÏìå"",6,IF(H5=""ìÏìÏìå"",7,IF(H5=""ìÏ"",8,IF(H5=""ìÏìÏêº"",9,IF(H5=""ìÏêº"",10,IF(H5=""êºìÏêº"",11,IF(H5=""êº"",12,IF(H5=""êºñkêº"",13,IF(H5=""ñkêº"",14, IF(H5=""ñkñkêº"", 15, """"))))))))))))))))",,,,,,,,,,,,,,,,
,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ
îNåéì˙éû,ãCâ∑(Åé),ç~êÖó (mm),ç~ê·(cm),êœê·(cm),ì˙è∆éûä‘(éûä‘),ïóë¨(m/s),ïóå¸,òIì_â∑ìx(Åé),èˆãCà≥(hPa),ëäëŒéºìx(Åì),äCñ ãCà≥(hPa),åªínãCà≥(hPa),ì˙éÀó (MJ/áu),ìVãC,éãíˆ(km),â_ó (10ï™î‰)
2017/1/1 1:00,-0.5,0,0,0,0,0.7,3.93,-1.5,5.5,93,1025.7,973.5,0,2,15,4
2017/1/1 2:00,-0.4,0,0,0,0,1.2,1.18,-1.4,5.5,93,1025.8,973.6,0,2,15,4
2017/1/1 3:00,-0.8,0,0,0,0,1.5,4.71,-1.5,5.5,95,1025.8,973.5,0,2,15,4
2017/1/1 4:00,-2,0,0,0,0,1.1,1.18,-2.8,5,94,1026.3,973.8,0,2,15,4
2017/1/1 5:00,-1.7,0,0,0,0,1.2,5.11,-2.2,5.2,96,1026.1,973.6,0,2,15,4
2017/1/1 6:00,-1.9,0,0,0,0,0.8,1.57,-2.7,5,94,1026.9,974.3,0,2,15,4
2017/1/1 7:00,-1.7,0,0,0,0,0.3,0.79,-2.5,5.1,94,1027.4,974.9,0,2,15,4
2017/1/1 8:00,-0.9,0,0,0,0.1,0.2,2.95,-2,5.3,92,1027.9,975.5,0.15,2,15,4
2017/1/1 9:00,0,0,0,0,0.4,0.5,5.11,-1.7,5.4,88,1027.9,975.7,0.51,2,6,7
2017/1/1 10:00,1.5,0,0,0,0.9,1.4,1.96,-1.4,5.5,81,1027.4,975.5,1.4,2,6,7
2017/1/1 11:00,3.9,0,0,0,1,1.5,1.96,-0.7,5.8,72,1026,974.6,1.73,2,6,7
2017/1/1 12:00,5.6,0,0,0,1,2.6,1.96,0,6.1,67,1024.6,973.6,1.9,2,6,7
2017/1/1 13:00,6.5,0,0,0,1,1.9,1.57,0.4,6.3,65,1023.5,972.7,1.87,2,6,7
2017/1/1 14:00,7.7,0,0,0,1,4.1,1.18,0.2,6.2,59,1023.2,972.6,1.81,2,6,7
2017/1/1 15:00,7.1,0,0,0,0.5,3.2,0.79,-0.3,6,59,1023.8,973.1,0.93,2,30,8
2017/1/1 16:00,6.2,0,0,0,1,3.1,0.79,1.1,6.6,70,1024.5,973.6,0.57,2,30,8
2017/1/1 17:00,4.7,0,0,0,0.2,0.8,0.79,0.5,6.3,74,1025,973.8,0.07,2,30,8
2017/1/1 18:00,3.1,0,0,0,0,1.2,0.39,0.2,6.2,81,1025.9,974.3,0,2,30,8
2017/1/1 19:00,2.4,0,0,0,0,1.3,4.71,-0.2,6,83,1026.4,974.7,0,2,30,8
2017/1/1 20:00,1.5,0,0,0,0,2.3,4.71,-1.1,5.7,83,1026.2,974.3,0,2,30,8
2017/1/1 21:00,0.8,0,0,0,0,1.4,0.39,-1,5.7,88,1026.5,974.5,0,2,20,2
2017/1/1 22:00,0.1,0,0,0,0,1.9,4.32,-1.2,5.6,91,1026.2,974.1,0,2,20,2
2017/1/1 23:00,-0.4,0,0,0,0,1.5,1.18,-1.7,5.4,91,1025.9,973.7,0,2,20,2
2017/1/2 0:00,-1.1,0,0,0,0,0.4,5.5,-2.2,5.2,92,1025.8,973.5,0,2,20,2
2017/1/2 1:00,-1.4,0,0,0,0,1.8,4.71,-2.4,5.1,93,1025.1,972.7,0,2,20,2
2017/1/2 2:00,-1.3,0,0,0,0,1.7,1.18,-2.1,5.2,94,1025.3,972.9,0,2,20,2
2017/1/2 3:00,-1.5,0,0,0,0,1.1,0,-2.2,5.2,95,1024.5,972.1,0,2,20,6
2017/1/2 4:00,-1,0,0,0,0,1,3.53,-2.3,5.2,91,1023.9,971.7,0,2,20,6
2017/1/2 5:00,-1.5,0,0,0,0,1.5,1.18,-2.5,5.1,93,1024.5,972.1,0,2,20,6
2017/1/2 6:00,-1.5,0,0,0,0,0.9,3.93,-2.2,5.2,95,1023.7,971.4,0,2,20,6
2017/1/2 7:00,-2.1,0,0,0,0,1.3,1.57,-2.8,5,95,1024.2,971.7,0,2,20,6
2017/1/2 8:00,-0.8,0,0,0,0.1,3.2,3.93,-2.2,5.2,90,1023.6,971.4,0.18,2,20,6
2017/1/2 9:00,-0.4,0,0,0,0,0.2,3.93,-1.8,5.3,90,1022.6,970.6,0.44,3,10,10
2017/1/2 10:00,0.2,0,0,0,0.2,1.9,1.57,-1.7,5.4,87,1022.5,970.6,0.68,3,10,10
2017/1/2 11:00,2.4,0,0,0,0.9,2.8,1.18,-1.6,5.4,75,1021,969.6,1.49,3,10,10
2017/1/2 12:00,4.5,0,0,0,1,0.8,3.53,-1.9,5.3,63,1019.2,968.2,1.75,3,10,10
2017/1/2 13:00,6.5,0,0,0,1,0.9,3.53,-1.2,5.6,58,1017,966.5,1.81,3,10,10
2017/1/2 14:00,8.2,0,0,0,0.8,2.1,1.57,-0.8,5.8,53,1015.6,965.5,1.38,3,10,10
2017/1/2 15:00,7.3,0,0,0,0.9,2.4,1.57,-0.6,5.8,57,1016.1,965.8,1.08,2,30,4
2017/1/2 16:00,7,0,0,0,0.9,2.4,0.39,-0.9,5.7,57,1015.7,965.4,0.57,2,30,4
2017/1/2 17:00,4.9,0,0,0,0.2,1.2,5.11,-0.1,6.1,70,1016.2,965.5,0.07,2,30,4
2017/1/2 18:00,4,0,0,0,0,1.3,5.11,-0.6,5.9,72,1016.1,965.2,0,2,30,4
2017/1/2 19:00,2.7,0,0,0,0,1,0,-0.6,5.9,79,1016.7,965.5,0,2,30,4
2017/1/2 20:00,2.1,0,0,0,0,0.8,5.5,-1,5.7,80,1016.7,965.4,0,2,30,4
2017/1/2 21:00,2.6,0,0,0,0,1.3,3.93,-0.8,5.7,78,1016.1,964.9,0,2,20,4
2017/1/2 22:00,1.5,0,0,0,0,0.7,1.57,-0.9,5.7,84,1016.2,964.8,0,2,20,4
2017/1/2 23:00,1.3,0,0,0,0,0.7,3.93,-0.9,5.7,85,1016.2,964.8,0,2,20,4
2017/1/3 0:00,1.4,0,0,0,0,0.3,0.39,-0.7,5.8,86,1016.2,964.8,0,2,20,4
2017/1/3 1:00,1.2,0,0,0,0,1.3,2.36,-0.6,5.9,88,1016,964.6,0,2,20,4
2017/1/3 2:00,1.7,0,0,0,0,1.4,3.14,-0.4,5.9,86,1016,964.7,0,2,20,4
2017/1/3 3:00,1.1,0,0,0,0,1.1,5.5,-0.3,6,90,1015.7,964.3,0,2,20,8
2017/1/3 4:00,0.5,0,0,0,0,2.2,0.39,-0.6,5.8,92,1016.2,964.6,0,2,20,8
2017/1/3 5:00,1.3,0,0,0,0,1.5,4.32,0.2,6.2,92,1016.5,965.1,0,2,20,8
2017/1/3 6:00,1.3,0,0,0,0,1.5,4.32,0.6,6.4,95,1017.4,965.9,0,2,20,8
2017/1/3 7:00,1.4,0,0,0,0,1,5.5,0.8,6.5,96,1018.2,966.7,0,2,20,8
2017/1/3 8:00,2,0,0,0,0,1.6,0.79,1,6.6,93,1018.7,967.3,0.08,2,20,8
2017/1/3 9:00,3.1,0,0,0,0,1,1.57,1.3,6.7,88,1019,967.8,0.4,10,15,10
2017/1/3 10:00,3.7,0,0,0,0.5,3.9,1.57,1.6,6.8,86,1019.2,968.1,1.03,10,15,10
2017/1/3 11:00,4.4,0,0,0,0.6,3.2,1.57,0.9,6.5,78,1018.3,967.4,1.56,10,15,10
2017/1/3 12:00,4.1,0,0,0,0.1,3.1,1.18,0.6,6.4,78,1018,967,0.7,10,15,10
2017/1/3 13:00,5,0,0,0,0.3,3.7,1.57,0.6,6.4,73,1017.5,966.7,0.96,10,15,10
2017/1/3 14:00,4.7,0,0,0,0.2,5.3,1.57,-0.3,6,70,1017.3,966.5,0.76,10,15,10
2017/1/3 15:00,5.7,0,0,0,0.3,4,1.57,-1.2,5.6,61,1017.7,967,0.54,2,15,7
2017/1/3 16:00,4.9,0,0,0,0.6,6.1,1.57,-2.2,5.2,60,1018.3,967.5,0.48,2,15,7
2017/1/3 17:00,3.8,0,0,0,0,5.6,1.18,-1.8,5.4,67,1018.9,967.8,0.07,2,15,7
2017/1/3 18:00,3.4,0,0,0,0,5.4,0.39,-1.9,5.3,68,1019.5,968.3,0,2,15,7
2017/1/3 19:00,3.2,0,0,0,0,3.5,0.39,-2.3,5.2,67,1019.7,968.5,0,2,15,7
2017/1/3 20:00,1.2,0,0,0,0,0.9,4.71,-1.9,5.3,80,1020.3,968.7,0,2,15,7
2017/1/3 21:00,0.6,0,0,0,0,1.6,5.11,-2.1,5.2,82,1020.1,968.4,0,2,10,2
2017/1/3 22:00,0,0,0,0,0,0.6,0.39,-2.5,5.1,83,1020.1,968.3,0,2,10,2
2017/1/3 23:00,-0.3,0,0,0,0,0.5,5.11,-2.2,5.2,87,1020.3,968.4,0,2,10,2
2017/1/4 0:00,-0.4,0,0,0,0,1.6,4.32,-2.4,5.1,86,1020.2,968.3,0,2,10,2
2017/1/4 1:00,-1.2,0,0,0,0,0.5,4.71,-2.8,5,89,1019.9,967.8,0,2,10,2
2017/1/4 2:00,0.1,0,0,0,0,2.7,3.93,-3.1,4.9,79,1019.1,967.3,0,2,10,2
2017/1/4 3:00,-1.4,0,0,0,0,1.4,0.39,-2.8,5,90,1018.3,966.3,0,2,20,4
2017/1/4 4:00,-1.5,0,0,0,0,1.8,1.18,-2.5,5.1,93,1018,966,0,2,20,4
2017/1/4 5:00,-1.6,0,0,0,0,1.3,0.39,-2.7,5,92,1017.8,965.8,0,2,20,4
2017/1/4 6:00,-1.6,0,0,0,0,1.3,4.32,-2.9,4.9,91,1017.9,965.9,0,2,20,4
2017/1/4 7:00,-0.9,0,0,0,0,2.9,4.71,-3.1,4.9,85,1017.3,965.4,0,2,20,4
2017/1/4 8:00,-2,0,0,0,0.3,1.4,1.96,-3,4.9,93,1017.2,965.1,0.11,2,20,4
2017/1/4 9:00,0.4,0,0,0,0.8,1.5,4.32,-2.1,5.2,83,1016.4,964.8,0.68,2,4,7
2017/1/4 10:00,1.8,0,0,0,1,1.9,1.57,-2.1,5.2,75,1016.1,964.8,1.31,2,4,7
2017/1/4 11:00,3.4,0,0,0,1,2.9,1.18,-2.7,5,64,1015.4,964.4,1.68,2,4,7
2017/1/4 12:00,6,0,0,0,1,1.1,1.57,-2.8,5,53,1014,963.6,1.96,2,4,7
2017/1/4 13:00,7,0,0,0,1,3.7,1.57,-1.2,5.6,56,1013.8,963.6,1.93,2,4,7
2017/1/4 14:00,6.6,0,0,0,0.8,4.5,0.79,1.7,6.9,71,1014.2,963.9,1.54,2,4,7
2017/1/4 15:00,4.8,0,0,0,0.5,7.7,1.57,0.9,6.5,76,1015.7,965,0.87,2,20,8
2017/1/4 16:00,3.7,0,0,0,0.4,4.9,1.57,0.4,6.3,79,1016.8,965.8,0.39,2,20,8
2017/1/4 17:00,2.5,0,0,0,0.1,6.2,1.57,0.3,6.2,85,1017.9,966.6,0.08,2,20,8
2017/1/4 18:00,2.9,0,0,0,0,2.1,1.57,-1.5,5.5,73,1018.5,967.3,0,2,20,8
2017/1/4 19:00,2.6,0,0,0,0,2.2,0,-5,4.2,57,1019.2,967.9,0,2,20,8
2017/1/4 20:00,3.4,0,0,0,0,2.6,0.39,-8.9,3.1,40,1019.1,967.9,0,2,20,8
2017/1/4 21:00,1.5,0,0,0,0,0.8,0.79,-5.8,4,58,1019.5,968,0,1,15,1
2017/1/4 22:00,2.3,0,0,0,0,1.8,0.39,-6,3.9,54,1019.4,968,0,1,15,1
2017/1/4 23:00,1.7,0,0,0,0,2.8,0.39,-6.6,3.7,54,1019.7,968.2,0,1,15,1
2017/1/5 0:00,1,0,0,0,0,1.7,1.18,-6.1,3.9,59,1019.4,967.8,0,1,15,1
2017/1/5 1:00,0.9,0,0,0,0,1.1,1.96,-6,3.9,60,1019.9,968.2,0,1,15,1
2017/1/5 2:00,0,0,0,0,0,1.2,2.36,-5.8,4,65,1020.7,968.8,0,1,15,1
2017/1/5 3:00,1,0,0,0,0,1.3,1.18,-5,4.2,64,1020.4,968.7,0,2,15,3
2017/1/5 4:00,0.5,0,0,0,0,2.3,0.79,-4.5,4.4,69,1020.2,968.4,0,2,15,3
2017/1/5 5:00,0.3,0,0,0,0,1.9,5.5,-3.8,4.6,74,1020.4,968.6,0,2,15,3
2017/1/5 6:00,-0.1,0,0,0,0,2.5,1.18,-3.5,4.7,78,1021,969.1,0,2,15,3
2017/1/5 7:00,-1,0,0,0,0,1.7,0.39,-3,4.9,86,1021.4,969.3,0,2,15,3
2017/1/5 8:00,-0.4,0,0,0,0.1,1.5,3.53,-1.7,5.4,91,1021.9,969.9,0.11,2,15,3
2017/1/5 9:00,1.2,0,0,0,0.8,2.2,1.96,-0.7,5.8,87,1022.2,970.5,0.76,12,10,6
2017/1/5 10:00,2.7,0,0,0,1,5.5,1.57,-2.2,5.2,70,1021.9,970.5,1.43,12,10,6
2017/1/5 11:00,2.3,0,0,0,0.9,5.8,1.57,-1.3,5.6,77,1022,970.5,1.78,12,10,6
2017/1/5 12:00,2.5,0,0,0,0.6,2.7,1.18,-2.4,5.1,70,1021.3,969.9,1.4,12,10,6
2017/1/5 13:00,2.3,0,0,0,0.2,5.8,1.18,-3.2,4.8,67,1021.2,969.7,1.12,12,10,6
2017/1/5 14:00,2.3,0,0,0,0.7,6.2,1.18,-1.7,5.4,75,1021.3,969.8,1.48,12,10,6
2017/1/5 15:00,1.4,0,0,0,0.8,5.6,1.18,-1.5,5.5,81,1022,970.3,1.15,2,15,8
2017/1/5 16:00,-0.4,0,0,0,0.1,6.1,1.57,-1.1,5.6,95,1023.5,971.4,0.34,2,15,8
2017/1/5 17:00,-0.3,0,0,0,0,5.7,1.57,-1.3,5.6,93,1023.8,971.7,0.03,2,15,8
2017/1/5 18:00,-1,0,0,0,0,4.5,1.18,-1.7,5.4,95,1024.8,972.5,0,2,15,8
2017/1/5 19:00,-1.1,0,1,1,0,3.8,1.57,-1.8,5.4,95,1025.4,973.1,0,2,15,8
2017/1/5 20:00,-0.7,0,0,1,0,2.6,1.18,-2.9,4.9,85,1026.1,973.8,0,2,15,8
2017/1/5 21:00,-1.2,0.5,1,2,0,3.9,0.79,-2.9,4.9,88,1027.1,974.7,0,12,1,10
2017/1/5 22:00,-1.4,0,0,2,0,3,0.39,-3,4.9,89,1027.3,974.8,0,12,1,10
2017/1/5 23:00,-2.1,0,0,2,0,3.5,1.57,-2.9,4.9,94,1027.6,975,0,12,1,10
2017/1/6 0:00,-2.2,0,0,2,0,2.9,0.39,-3.5,4.7,91,1027.4,974.8,0,12,1,10
2017/1/6 1:00,-2.1,0,0,2,0,2.6,0.79,-3.4,4.8,91,1027,974.4,0,12,1,10
2017/1/6 2:00,-2.4,0,0,1,0,2.6,0.39,-3.9,4.6,89,1027.3,974.6,0,12,1,10
2017/1/6 3:00,-1.3,0,0,1,0,2.5,0.39,-4.5,4.4,79,1027.1,974.7,0,12,30,10
2017/1/6 4:00,-1.2,0,0,1,0,2.5,0,-4.2,4.5,80,1026.9,974.5,0,12,30,10
2017/1/6 5:00,-1.6,0,0,1,0,1.4,0.39,-3.9,4.6,84,1027.1,974.6,0,12,30,10
2017/1/6 6:00,-0.8,0,0,1,0,2,0,-4,4.6,79,1027.4,975,0,12,30,10
2017/1/6 7:00,-2,0,0,1,0,1.6,5.89,-3.9,4.6,87,1027.9,975.3,0,12,30,10
2017/1/6 8:00,-1.5,0,0,1,0,0.9,4.32,-4.3,4.4,81,1028.3,975.8,0.09,12,30,10
2017/1/6 9:00,-0.7,0,0,1,0,1.5,4.71,-3.5,4.7,81,1028.6,976.2,0.29,4,20,10
2017/1/6 10:00,0,0,0,1,0,1.1,3.93,-4.1,4.5,74,1028.8,976.5,0.48,4,20,10
2017/1/6 11:00,0.4,0,0,1,0,0.9,1.57,-3.7,4.7,74,1028,975.8,0.62,4,20,10
2017/1/6 12:00,1,0,0,0,0,1.7,0.79,-2.7,5,76,1027.2,975.2,0.82,4,20,10
2017/1/6 13:00,1.8,0,0,0,0,2.5,1.57,-2.3,5.1,74,1026.4,974.6,0.85,4,20,10
2017/1/6 14:00,2.1,0,0,0,0,2.8,1.18,-2.6,5,71,1025.7,974,0.69,4,20,10
2017/1/6 15:00,2.2,0,0,0,0,2.5,1.18,-4.3,4.4,62,1025.5,973.8,0.52,4,30,10
2017/1/6 16:00,1.9,0,0,0,0,3.4,0,-3.2,4.8,69,1025.8,974,0.26,4,30,10
2017/1/6 17:00,1.7,0,0,0,0,3.3,0.39,-3.8,4.6,67,1026,974.2,0.05,4,30,10
2017/1/6 18:00,1.6,0,0,0,0,3,0,-4.9,4.3,62,1026.8,974.9,0,4,30,10
2017/1/6 19:00,0.8,0,0,0,0,1.5,0,-4.4,4.4,68,1026.9,974.9,0,4,30,10
2017/1/6 20:00,0.3,0,0,0,0,1.3,0,-5.1,4.2,67,1026.7,974.6,0,4,30,10
2017/1/6 21:00,-1.5,0,0,0,0,0.9,0.39,-4.3,4.4,81,1027,974.5,0,2,40,2
2017/1/6 22:00,-1.6,0,0,0,0,1.5,5.11,-4.7,4.3,79,1027.2,974.7,0,2,40,2
2017/1/6 23:00,-2.1,0,0,0,0,0.8,4.32,-4.7,4.3,82,1026.8,974.2,0,2,40,2
2017/1/7 0:00,-2.2,0,0,0,0,0.9,4.32,-4.8,4.3,82,1026.1,973.5,0,2,40,2
2017/1/7 1:00,-3.4,0,0,0,0,0.2,4.32,-4.8,4.3,90,1026.5,973.7,0,2,40,2
2017/1/7 2:00,-3.9,0,0,0,0,1.5,4.71,-5.4,4.1,89,1027,974.1,0,2,40,2
2017/1/7 3:00,-4.3,0,0,0,0,0.7,1.57,-5.2,4.1,93,1027.1,974.1,0,1,30,0
2017/1/7 4:00,-4.5,0,0,0,0,0.3,0.79,-5.6,4,92,1027.2,974.1,0,1,30,0
2017/1/7 5:00,-5.5,0,0,0,0,0.4,0.79,-6.3,3.8,94,1027.4,974.1,0,1,30,0
2017/1/7 6:00,-5.4,0,0,0,0,0.4,5.5,-6.3,3.8,93,1027.4,974.1,0,1,30,0
2017/1/7 7:00,-5.4,0,0,0,0,0.7,0.79,-6.3,3.8,93,1027.8,974.5,0,1,30,0
2017/1/7 8:00,-4.6,0,0,0,0.5,0.4,1.18,-5.7,4,92,1027.7,974.6,0.19,1,30,0
2017/1/7 9:00,-3.2,0,0,0,1,1.1,1.57,-5.5,4.1,84,1027.4,974.6,0.78,1,30,0
2017/1/7 10:00,-1.1,0,0,0,1,1.3,1.57,-4.6,4.3,77,1026.5,974.1,1.31,1,30,0
2017/1/7 11:00,0.1,0,0,0,1,1.7,1.57,-4.3,4.4,72,1025.2,973.1,1.71,1,30,0
2017/1/7 12:00,2.3,0,0,0,1,2.4,1.57,-4,4.5,63,1023.5,971.9,1.92,1,30,0
2017/1/7 13:00,3.2,0,0,0,1,2.1,1.18,-3.8,4.6,60,1022.1,970.8,1.9,1,30,0
2017/1/7 14:00,4.9,0,0,0,1,3.4,1.57,-2.4,5.1,59,1021.5,970.5,1.64,1,30,0
2017/1/7 15:00,5.1,0,0,0,1,4.2,1.18,-2.2,5.2,59,1021.6,970.6,1.14,3,30,9
2017/1/7 16:00,4.4,0,0,0,1,4.7,0.39,-2.7,5,60,1021.8,970.7,0.51,3,30,9
2017/1/7 17:00,3.5,0,0,0,0.3,2.2,0.79,-2.2,5.2,66,1022.5,971.2,0.09,3,30,9
2017/1/7 18:00,2.6,0,0,0,0,3.5,0,-1.9,5.3,72,1022.9,971.4,0,3,30,9
2017/1/7 19:00,1.4,0,0,0,0,1,5.11,-1.8,5.3,79,1023.6,971.8,0,3,30,9
2017/1/7 20:00,0.1,0,0,0,0,1,5.5,-2.1,5.2,85,1024,972,0,3,30,9
2017/1/7 21:00,-0.2,0,0,0,0,1.4,4.71,-2.9,4.9,82,1023.5,971.4,0,2,30,4
2017/1/7 22:00,-0.5,0,0,0,0,0.1,4.71,-3,4.9,83,1023.4,971.3,0,2,30,4
2017/1/7 23:00,-1.6,0,0,0,0,0.4,1.18,-3,4.9,90,1022.8,970.5,0,2,30,4
2017/1/8 0:00,-1.8,0,0,0,0,0.9,1.18,-3.2,4.8,90,1022.4,970.1,0,2,30,4
2017/1/8 1:00,-1.7,0,0,0,0,0.9,2.36,-3.1,4.9,90,1022.3,970,0,2,30,4
2017/1/8 2:00,-2,0,0,0,0,0.3,1.18,-3.1,4.9,92,1022.4,970.1,0,2,30,4
2017/1/8 3:00,-3.5,0,0,0,0,0.4,0.79,-4.3,4.4,94,1022.4,969.8,0,2,10,3
2017/1/8 4:00,-3.1,0,0,0,0,0.1,0.79,-3.8,4.6,95,1021.7,969.2,0,2,10,3
2017/1/8 5:00,-3.3,0,0,0,0,0.1,0.79,-4.3,4.5,93,1021.4,968.9,0,2,10,3
2017/1/8 6:00,-3.8,0,0,0,0,0.8,3.93,-5,4.2,91,1021.7,969,0,2,10,3
2017/1/8 7:00,-4,0,0,0,0,0.4,5.11,-5.1,4.2,92,1021.8,969.1,0,2,10,3
2017/1/8 8:00,-3.9,0,0,0,0,0.7,1.18,-4.7,4.3,94,1021.3,968.6,0.11,2,10,3
2017/1/8 9:00,-3.2,0,0,0,0,1,1.57,-4,4.5,94,1020.9,968.4,0.42,3,10,10
2017/1/8 10:00,-2,0,0,0,0,0.5,1.57,-3.4,4.8,90,1019.5,967.3,0.75,3,10,10
2017/1/8 11:00,0.2,0,0,0,0,1.7,1.57,-2.8,5,80,1016.9,965.3,0.97,3,10,10
2017/1/8 12:00,1.4,0,0,0,0,1.5,1.57,-2.9,4.9,73,1014.5,963.2,0.85,3,10,10
2017/1/8 13:00,5.3,0,0,0,0,4.4,4.32,-5.1,4.2,47,1012.5,962,0.62,3,10,10
2017/1/8 14:00,5.7,0,0,0,0,6.7,4.32,-4.4,4.4,48,1011.8,961.4,0.34,3,10,10
2017/1/8 15:00,5.9,0,0,0,0,6.4,4.32,-2.4,5.1,55,1010.9,960.6,0.24,4,20,10
2017/1/8 16:00,5.4,0,0,0,0,7.2,4.32,-2.9,4.9,55,1011.1,960.7,0.12,4,20,10
2017/1/8 17:00,2,0,0,0,0,7.3,4.32,0.5,6.4,90,1012.6,961.5,0.01,4,20,10
2017/1/8 18:00,1.7,1.5,0,0,0,4.5,4.71,0.6,6.4,92,1011.8,960.7,0,4,20,10
2017/1/8 19:00,1.6,0.5,0,0,0,2.9,3.53,0.8,6.4,94,1011.4,960.3,0,4,20,10
2017/1/8 20:00,0.9,1.5,0,0,0,1.8,3.14,0.5,6.3,97,1010.6,959.4,0,4,20,10
2017/1/8 21:00,1.3,0.5,0,0,0,2.4,3.53,0.9,6.5,97,1009.3,958.2,0,11,10,10
2017/1/8 22:00,2,0.5,0,0,0,2.1,3.93,1.1,6.6,94,1008.1,957.2,0,11,10,10
2017/1/8 23:00,2.5,0,0,0,0,3.6,3.93,1.2,6.7,91,1007.1,956.4,0,11,10,10
2017/1/9 0:00,1.2,0,0,0,0,1.3,0.79,0.8,6.5,97,1007,956,0,11,10,10
2017/1/9 1:00,0.9,0.5,0,0,0,0.8,5.5,0.6,6.4,98,1006.3,955.3,0,11,10,10
2017/1/9 2:00,0.9,0,0,0,0,1,0,0.6,6.4,98,1005.9,954.9,0,11,10,10
2017/1/9 3:00,1.6,0,0,0,0,0.9,0.39,1,6.6,96,1005.3,954.5,0,11,10,10
2017/1/9 4:00,0.7,0.5,0,0,0,1.7,1.57,0.4,6.3,98,1005.5,954.5,0,11,10,10
2017/1/9 5:00,0.7,0,0,0,0,0.2,1.57,0.4,6.3,98,1005.5,954.5,0,11,10,10
2017/1/9 6:00,0.8,0,0,0,0,1,4.32,0.7,6.4,99,1005.7,954.7,0,11,10,10
2017/1/9 7:00,1.1,0,0,0,0,0.9,1.57,0.8,6.5,98,1005.7,954.8,0,11,10,10
2017/1/9 8:00,1.4,0,0,0,0,1.2,0.79,1.1,6.6,98,1005.9,955,0.09,11,10,10
2017/1/9 9:00,1.8,0,0,0,0,0.9,1.96,1.2,6.7,96,1006.2,955.4,0.61,4,3,10
2017/1/9 10:00,3.1,0,0,0,0,0.8,3.53,2.1,7.1,93,1005.6,955.1,0.66,4,3,10
2017/1/9 11:00,4.4,0,0,0,0.1,1.7,3.93,2.4,7.3,87,1004.8,954.5,0.92,4,3,10
2017/1/9 12:00,5.6,0,0,0,0,0.9,3.14,3.1,7.6,84,1003.9,953.9,0.72,4,3,10
2017/1/9 13:00,7.2,0,0,0,0.2,1.7,2.75,2.5,7.3,72,1003.2,953.5,1.17,4,3,10
2017/1/9 14:00,7.2,0,0,0,0.3,3.3,0.79,2.7,7.4,73,1002.8,953.2,1.18,4,3,10
2017/1/9 15:00,7.5,0,0,0,0.3,1.7,0.39,2.8,7.5,72,1003.2,953.6,0.61,4,30,10
2017/1/9 16:00,6.9,0,0,0,0,2.7,0,1.4,6.8,68,1004.2,954.4,0.32,4,30,10
2017/1/9 17:00,5.3,0,0,0,0,3.1,0.39,1.8,6.9,78,1005.8,955.7,0.03,4,30,10
2017/1/9 18:00,4.1,0,0,0,0,3.2,1.18,2,7,86,1007.4,957,0,4,30,10
2017/1/9 19:00,3.2,0,0,0,0,3.7,1.57,1.7,6.9,90,1008.2,957.6,0,4,30,10
2017/1/9 20:00,3,0,0,0,0,1.6,0.39,1.7,6.9,91,1009.3,958.6,0,4,30,10
2017/1/9 21:00,2.6,0,0,0,0,1.6,1.57,1.7,6.9,94,1009.7,958.9,0,10,20,10
2017/1/9 22:00,2.6,0,0,0,0,0.9,4.32,1.7,6.9,94,1010.7,959.8,0,10,20,10
2017/1/9 23:00,2.4,0,0,0,0,0.7,3.53,1.7,6.9,95,1011.1,960.2,0,10,20,10
2017/1/10 0:00,2.3,0,0,0,0,1.3,1.57,1.4,6.8,94,1011.7,960.7,0,10,20,10
2017/1/10 1:00,1.9,0,0,0,0,2.2,1.57,0.9,6.5,93,1012.6,961.5,0,10,20,10
2017/1/10 2:00,2,0,0,0,0,2.6,0.79,-0.1,6.1,86,1013.3,962.2,0,10,20,10
2017/1/10 3:00,1.9,0,0,0,0,4.6,0.79,-0.5,5.9,84,1013.7,962.5,0,2,25,3
2017/1/10 4:00,1.8,0,0,0,0,2.9,0.39,-0.4,5.9,85,1013.8,962.6,0,2,25,3
2017/1/10 5:00,0.9,0,0,0,0,2.6,1.18,-0.5,5.9,90,1014.4,963,0,2,25,3
2017/1/10 6:00,1.2,0,0,0,0,2.1,0.79,-0.4,5.9,89,1015,963.6,0,2,25,3
2017/1/10 7:00,0.7,0,0,0,0,0.7,4.32,-0.3,6,93,1015.5,964,0,2,25,3
2017/1/10 8:00,1,0,0,0,0,0.4,5.11,-0.1,6,92,1015.8,964.4,0.06,2,25,3
2017/1/10 9:00,2.5,0,0,0,0.6,1.5,1.96,0.1,6.1,84,1015.2,964.1,0.66,2,10,3
